train_id,section_id,scheduled_entry_time,scheduled_exit_time,planned_stop_next_station,dwell_minutes_next_station
T0111,STN_04__STN_05,01:48,01:56,0,0
T0111,STN_05__STN_06,01:56,02:07,0,0
T0111,STN_06__STN_07,02:07,02:14,0,0
T0112,STN_09__STN_10,08:54,09:05,1,4
T0112,STN_08__STN_09,09:09,09:21,0,0
T0112,STN_07__STN_08,09:21,09:27,1,4
T0112,STN_06__STN_07,09:31,09:36,0,0
T0112,STN_05__STN_06,09:36,09:45,0,0
T0112,STN_04__STN_05,09:45,09:51,0,0
T0113,STN_01__STN_02,17:12,17:30,1,3
T0113,STN_02__STN_03,17:33,17:48,1,4
T0113,STN_03__STN_04,17:52,18:09,0,0
T0113,STN_04__STN_05,18:09,18:18,0,0
T0113,STN_05__STN_11,18:18,18:34,0,0
T0114,STN_05__STN_06,09:58,10:09,0,0
T0114,STN_05__STN_11,10:09,10:22,0,0
T0115,STN_11__STN_12,05:15,05:38,1,1
T0115,STN_05__STN_11,05:39,06:08,1,2
T0115,STN_05__STN_06,06:10,06:32,0,0
T0115,STN_06__STN_07,06:32,06:47,1,3
T0115,STN_07__STN_08,06:50,07:06,0,0
T0116,STN_01__STN_02,15:19,15:34,0,0
T0116,STN_02__STN_03,15:34,15:47,1,6
T0116,STN_03__STN_04,15:53,16:08,1,4
T0116,STN_04__STN_05,16:12,16:20,1,7
T0116,STN_05__STN_11,16:27,16:42,0,0
T0117,STN_02__STN_03,00:33,00:46,1,4
T0117,STN_03__STN_04,00:50,01:03,1,4
T0117,STN_04__STN_05,01:07,01:14,0,0
T0117,STN_05__STN_06,01:14,01:25,0,0
T0117,STN_06__STN_07,01:25,01:32,0,0
T0118,STN_06__STN_07,18:50,18:56,0,0
T0118,STN_07__STN_08,18:56,19:03,1,5
T0118,STN_08__STN_09,19:08,19:21,0,0
T0118,STN_09__STN_10,19:21,19:33,0,0
T0119,STN_09__STN_10,18:57,19:28,1,10
T0119,STN_08__STN_09,19:38,20:15,0,0
T0119,STN_07__STN_08,20:15,20:33,0,0
T0119,STN_06__STN_07,20:33,20:50,0,0
T0119,STN_05__STN_06,20:50,21:15,1,7
T0119,STN_05__STN_11,21:22,21:54,0,0
T0120,STN_11__STN_12,21:02,21:15,0,0
T0120,STN_05__STN_11,21:15,21:30,0,0
T0120,STN_04__STN_05,21:30,21:38,1,7
T0120,STN_03__STN_04,21:45,22:00,0,0
T0121,STN_03__STN_04,08:37,09:03,0,0
T0121,STN_02__STN_03,09:03,09:26,0,0
T0122,STN_05__STN_11,02:47,03:16,1,3
T0122,STN_05__STN_06,03:19,03:42,0,0
T0123,STN_03__STN_04,21:21,21:40,0,0
T0123,STN_04__STN_05,21:40,21:50,1,6
T0123,STN_05__STN_06,21:56,22:11,0,0
T0124,STN_03__STN_04,06:56,07:20,1,3
T0124,STN_04__STN_05,07:23,07:36,1,2
T0124,STN_05__STN_06,07:38,07:58,1,2
T0124,STN_06__STN_07,08:00,08:13,1,3
T0124,STN_07__STN_08,08:16,08:30,1,3
T0124,STN_08__STN_09,08:33,09:02,1,1
T0124,STN_09__STN_10,09:03,09:27,0,0
T0125,STN_02__STN_03,09:13,09:44,0,0
T0125,STN_03__STN_04,09:44,10:20,0,0
T0125,STN_04__STN_05,10:20,10:39,0,0
T0125,STN_05__STN_06,10:39,11:06,1,8
T0125,STN_06__STN_07,11:14,11:33,0,0
T0125,STN_07__STN_08,11:33,11:52,0,0
T0125,STN_08__STN_09,11:52,12:32,0,0
T0126,STN_05__STN_11,00:39,01:06,0,0
T0126,STN_05__STN_06,01:06,01:27,0,0
T0126,STN_06__STN_07,01:27,01:41,0,0
T0126,STN_07__STN_08,01:41,01:58,1,1
T0126,STN_08__STN_09,01:59,02:32,1,3
T0126,STN_09__STN_10,02:35,03:02,0,0
T0127,STN_05__STN_06,12:21,12:41,0,0
T0127,STN_06__STN_07,12:41,12:53,1,5
T0127,STN_07__STN_08,12:58,13:12,0,0
T0128,STN_04__STN_05,00:42,00:54,0,0
T0128,STN_05__STN_06,00:54,01:12,0,0
T0129,STN_06__STN_07,16:38,16:52,0,0
T0129,STN_05__STN_06,16:52,17:13,0,0
T0129,STN_04__STN_05,17:13,17:27,0,0
T0129,STN_03__STN_04,17:27,17:53,0,0
T0130,STN_06__STN_07,09:27,09:40,0,0
T0130,STN_05__STN_06,09:40,09:59,0,0
T0130,STN_04__STN_05,09:59,10:11,0,0
T0131,STN_07__STN_08,20:58,21:12,0,0
T0131,STN_06__STN_07,21:12,21:25,0,0
T0131,STN_05__STN_06,21:25,21:45,0,0
T0132,STN_05__STN_06,00:23,00:40,0,0
T0132,STN_06__STN_07,00:40,00:51,1,3
T0132,STN_07__STN_08,00:54,01:06,0,0
T0133,STN_05__STN_06,17:40,17:56,0,0
T0133,STN_04__STN_05,17:56,18:07,0,0
T0133,STN_03__STN_04,18:07,18:28,0,0
T0133,STN_02__STN_03,18:28,18:47,0,0
T0133,STN_01__STN_02,18:47,19:10,0,0
T0134,STN_02__STN_03,16:44,17:10,1,2
T0134,STN_03__STN_04,17:12,17:41,1,3
T0134,STN_04__STN_05,17:44,17:59,1,1
T0134,STN_05__STN_06,18:00,18:22,1,2
T0134,STN_06__STN_07,18:24,18:39,0,0
T0135,STN_08__STN_09,15:11,15:25,0,0
T0135,STN_07__STN_08,15:25,15:32,0,0
T0135,STN_06__STN_07,15:32,15:38,0,0
T0135,STN_05__STN_06,15:38,15:47,0,0
T0135,STN_04__STN_05,15:47,15:53,0,0
T0135,STN_03__STN_04,15:53,16:05,0,0
T0136,STN_05__STN_11,18:13,18:24,0,0
T0136,STN_04__STN_05,18:24,18:30,0,0
T0136,STN_03__STN_04,18:30,18:41,0,0
T0136,STN_02__STN_03,18:41,18:52,0,0
T0137,STN_04__STN_05,05:45,05:55,1,3
T0137,STN_05__STN_11,05:58,06:18,1,2
T0137,STN_11__STN_12,06:20,06:36,0,0
T0138,STN_09__STN_10,07:45,08:15,1,2
T0138,STN_08__STN_09,08:17,08:51,1,2
T0138,STN_07__STN_08,08:53,09:11,1,2
T0138,STN_06__STN_07,09:13,09:30,1,1
T0138,STN_05__STN_06,09:31,09:56,1,3
T0138,STN_05__STN_11,09:59,10:29,1,3
T0138,STN_11__STN_12,10:32,10:57,0,0
T0139,STN_08__STN_09,22:38,23:07,0,0
T0139,STN_07__STN_08,23:07,23:22,0,0
T0139,STN_06__STN_07,23:22,23:36,0,0
T0140,STN_08__STN_09,11:40,12:13,0,0
T0140,STN_07__STN_08,12:13,12:29,1,3
T0140,STN_06__STN_07,12:32,12:47,1,2
T0140,STN_05__STN_06,12:49,13:11,0,0
T0141,STN_02__STN_03,03:05,03:24,0,0
T0141,STN_03__STN_04,03:24,03:45,0,0
T0141,STN_04__STN_05,03:45,03:57,0,0
T0141,STN_05__STN_06,03:57,04:13,0,0
T0141,STN_06__STN_07,04:13,04:24,0,0
T0141,STN_07__STN_08,04:24,04:37,0,0
T0141,STN_08__STN_09,04:37,05:01,0,0
T0141,STN_09__STN_10,05:01,05:22,0,0
T0142,STN_09__STN_10,00:01,00:27,1,3
T0142,STN_08__STN_09,00:30,00:59,1,1
T0142,STN_07__STN_08,01:00,01:15,1,1
T0142,STN_06__STN_07,01:16,01:30,1,3
T0142,STN_05__STN_06,01:33,01:55,1,3
T0142,STN_05__STN_11,01:58,02:25,0,0
T0142,STN_11__STN_12,02:25,02:47,0,0
T0143,STN_05__STN_11,11:55,12:06,0,0
T0143,STN_05__STN_06,12:06,12:15,0,0
T0143,STN_06__STN_07,12:15,12:21,0,0
T0143,STN_07__STN_08,12:21,12:27,0,0
T0143,STN_08__STN_09,12:27,12:41,0,0
T0143,STN_09__STN_10,12:41,12:52,0,0
T0144,STN_05__STN_06,00:34,00:56,0,0
T0144,STN_06__STN_07,00:56,01:11,0,0
T0144,STN_07__STN_08,01:11,01:28,0,0
T0144,STN_08__STN_09,01:28,02:02,0,0
T0144,STN_09__STN_10,02:02,02:30,0,0
T0145,STN_05__STN_06,19:39,19:51,0,0
T0145,STN_04__STN_05,19:51,19:59,0,0
T0145,STN_03__STN_04,19:59,20:14,0,0
T0146,STN_03__STN_04,01:48,02:16,0,0
T0146,STN_04__STN_05,02:16,02:30,1,3
T0146,STN_05__STN_06,02:33,02:54,0,0
T0146,STN_06__STN_07,02:54,03:08,0,0
T0146,STN_07__STN_08,03:08,03:23,1,2
T0146,STN_08__STN_09,03:25,03:57,0,0
T0146,STN_09__STN_10,03:57,04:24,0,0
T0147,STN_05__STN_06,12:03,12:27,1,2
T0147,STN_05__STN_11,12:29,12:59,1,3
T0147,STN_11__STN_12,13:02,13:29,0,0
T0148,STN_09__STN_10,11:28,11:50,1,2
T0148,STN_08__STN_09,11:52,12:17,1,2
T0148,STN_07__STN_08,12:19,12:31,0,0
T0148,STN_06__STN_07,12:31,12:42,0,0
T0148,STN_05__STN_06,12:42,12:59,1,3
T0148,STN_04__STN_05,13:02,13:13,0,0
T0149,STN_08__STN_09,16:20,16:58,0,0
T0149,STN_07__STN_08,16:58,17:17,0,0
T0149,STN_06__STN_07,17:17,17:35,0,0
T0149,STN_05__STN_06,17:35,18:01,0,0
T0149,STN_05__STN_11,18:01,18:35,0,0
T0149,STN_11__STN_12,18:35,19:03,0,0
T0150,STN_01__STN_02,08:30,09:01,1,1
T0150,STN_02__STN_03,09:02,09:29,1,2
T0150,STN_03__STN_04,09:31,10:01,1,1
T0150,STN_04__STN_05,10:02,10:18,1,1
T0150,STN_05__STN_06,10:19,10:42,1,3
T0150,STN_06__STN_07,10:45,11:01,0,0
T0150,STN_07__STN_08,11:01,11:18,0,0
T0151,STN_05__STN_06,10:08,10:36,0,0
T0151,STN_06__STN_07,10:36,10:55,0,0
T0152,STN_06__STN_07,03:18,03:31,0,0
T0152,STN_05__STN_06,03:31,03:49,0,0
T0152,STN_04__STN_05,03:49,04:01,0,0
T0152,STN_03__STN_04,04:01,04:24,1,1
T0152,STN_02__STN_03,04:25,04:47,0,0
T0153,STN_07__STN_08,22:35,22:50,1,1
T0153,STN_06__STN_07,22:51,23:04,1,2
T0153,STN_05__STN_06,23:06,23:26,0,0
T0153,STN_05__STN_11,23:26,23:52,0,0
T0154,STN_07__STN_08,04:32,04:39,1,6
T0154,STN_08__STN_09,04:45,04:59,0,0
T0154,STN_09__STN_10,04:59,05:12,0,0
T0155,STN_01__STN_02,18:58,19:11,1,2
T0155,STN_02__STN_03,19:13,19:24,0,0
T0155,STN_03__STN_04,19:24,19:36,0,0
T0155,STN_04__STN_05,19:36,19:42,0,0
T0155,STN_05__STN_06,19:42,19:52,0,0
T0155,STN_06__STN_07,19:52,19:58,0,0
T0156,STN_08__STN_09,18:06,18:31,1,7
T0156,STN_07__STN_08,18:38,18:51,0,0
T0156,STN_06__STN_07,18:51,19:03,0,0
T0156,STN_05__STN_06,19:03,19:21,0,0
T0156,STN_04__STN_05,19:21,19:33,0,0
T0157,STN_06__STN_07,14:14,14:23,0,0
T0157,STN_05__STN_06,14:23,14:37,0,0
T0157,STN_04__STN_05,14:37,14:46,0,0
T0157,STN_03__STN_04,14:46,15:04,0,0
T0158,STN_03__STN_04,12:17,12:41,0,0
T0158,STN_04__STN_05,12:41,12:53,0,0
T0158,STN_05__STN_06,12:53,13:12,0,0
T0158,STN_06__STN_07,13:12,13:25,0,0
T0159,STN_05__STN_11,00:34,00:47,1,6
T0159,STN_05__STN_06,00:53,01:04,0,0
T0159,STN_06__STN_07,01:04,01:11,0,0
T0159,STN_07__STN_08,01:11,01:19,0,0
T0159,STN_08__STN_09,01:19,01:34,0,0
T0159,STN_09__STN_10,01:34,01:48,0,0
T0160,STN_07__STN_08,03:44,03:51,1,3
T0160,STN_06__STN_07,03:54,04:00,0,0
T0160,STN_05__STN_06,04:00,04:09,0,0
T0160,STN_04__STN_05,04:09,04:15,0,0
T0161,STN_02__STN_03,20:01,20:16,1,4
T0161,STN_03__STN_04,20:20,20:36,1,7
T0161,STN_04__STN_05,20:43,20:52,0,0
T0161,STN_05__STN_11,20:52,21:08,1,7
T0161,STN_11__STN_12,21:15,21:29,0,0
T0162,STN_04__STN_05,11:51,12:06,0,0
T0162,STN_05__STN_06,12:06,12:28,0,0
T0163,STN_07__STN_08,01:54,02:06,1,3
T0163,STN_06__STN_07,02:09,02:20,1,3
T0163,STN_05__STN_06,02:23,02:39,1,3
T0163,STN_05__STN_11,02:42,03:03,0,0
T0163,STN_11__STN_12,03:03,03:20,0,0
T0164,STN_05__STN_11,04:13,04:47,0,0
T0164,STN_04__STN_05,04:47,05:04,0,0
T0164,STN_03__STN_04,05:04,05:36,0,0
T0164,STN_02__STN_03,05:36,06:06,0,0
T0164,STN_01__STN_02,06:06,06:42,0,0
T0165,STN_05__STN_11,04:32,04:54,1,1
T0165,STN_05__STN_06,04:55,05:12,1,3
T0165,STN_06__STN_07,05:15,05:28,1,3
T0165,STN_07__STN_08,05:31,05:44,0,0
T0166,STN_08__STN_09,12:13,12:48,0,0
T0166,STN_07__STN_08,12:48,13:07,0,0
T0166,STN_06__STN_07,13:07,13:23,0,0
T0166,STN_05__STN_06,13:23,13:48,0,0
T0166,STN_04__STN_05,13:48,14:05,0,0
T0166,STN_03__STN_04,14:05,14:37,0,0
T0167,STN_05__STN_11,07:11,07:34,0,0
T0167,STN_04__STN_05,07:34,07:46,0,0
T0167,STN_03__STN_04,07:46,08:09,1,11
T0167,STN_02__STN_03,08:20,08:41,0,0
T0167,STN_01__STN_02,08:41,09:06,0,0
T0168,STN_01__STN_02,11:12,11:39,0,0
T0168,STN_02__STN_03,11:39,12:01,0,0
T0168,STN_03__STN_04,12:01,12:27,0,0
T0169,STN_05__STN_11,10:07,10:34,1,1
T0169,STN_04__STN_05,10:35,10:49,1,3
T0169,STN_03__STN_04,10:52,11:19,0,0
T0169,STN_02__STN_03,11:19,11:42,1,3
T0169,STN_01__STN_02,11:45,12:13,0,0
T0170,STN_08__STN_09,17:06,17:23,1,8
T0170,STN_07__STN_08,17:31,17:39,1,5
T0170,STN_06__STN_07,17:44,17:51,0,0
T0171,STN_02__STN_03,00:39,00:56,0,0
T0171,STN_03__STN_04,00:56,01:15,1,1
T0171,STN_04__STN_05,01:16,01:26,1,2
T0171,STN_05__STN_06,01:28,01:43,0,0
T0172,STN_03__STN_04,23:59,00:13,1,7
T0172,STN_04__STN_05,00:20,00:27,1,3
T0172,STN_05__STN_11,00:30,00:43,0,0
T0173,STN_05__STN_11,17:17,17:29,1,2
T0173,STN_04__STN_05,17:31,17:38,0,0
T0173,STN_03__STN_04,17:38,17:51,0,0
T0174,STN_03__STN_04,19:19,19:34,0,0
T0174,STN_04__STN_05,19:34,19:42,1,6
T0174,STN_05__STN_06,19:48,20:00,0,0
T0174,STN_06__STN_07,20:00,20:08,0,0
T0175,STN_02__STN_03,23:05,23:22,0,0
T0175,STN_03__STN_04,23:22,23:40,1,6
T0175,STN_04__STN_05,23:46,23:55,1,5
T0175,STN_05__STN_11,00:00,00:18,1,6
T0175,STN_11__STN_12,00:24,00:39,0,0
T0176,STN_02__STN_03,12:35,12:49,0,0
T0176,STN_03__STN_04,12:49,13:04,0,0
T0176,STN_04__STN_05,13:04,13:12,1,3
T0176,STN_05__STN_06,13:15,13:27,0,0
T0177,STN_07__STN_08,18:41,18:50,0,0
T0177,STN_06__STN_07,18:50,18:59,0,0
T0178,STN_09__STN_10,10:51,11:05,1,5
T0178,STN_08__STN_09,11:10,11:27,1,5
T0178,STN_07__STN_08,11:32,11:40,0,0
T0178,STN_06__STN_07,11:40,11:47,1,5
T0178,STN_05__STN_06,11:52,12:03,0,0
T0178,STN_05__STN_11,12:03,12:17,0,0
T0178,STN_11__STN_12,12:17,12:28,0,0
T0179,STN_11__STN_12,11:09,11:35,1,3
T0179,STN_05__STN_11,11:38,12:08,0,0
T0179,STN_05__STN_06,12:08,12:33,1,1
T0179,STN_06__STN_07,12:34,12:51,1,3
T0179,STN_07__STN_08,12:54,13:12,0,0
T0180,STN_02__STN_03,00:24,00:46,1,3
T0180,STN_03__STN_04,00:49,01:14,0,0
T0180,STN_04__STN_05,01:14,01:27,1,2
T0180,STN_05__STN_06,01:29,01:48,0,0
T0180,STN_06__STN_07,01:48,02:01,0,0
T0180,STN_07__STN_08,02:01,02:14,0,0
T0181,STN_05__STN_06,02:05,02:17,1,8
T0181,STN_04__STN_05,02:25,02:33,1,5
T0181,STN_03__STN_04,02:38,02:54,0,0
T0182,STN_02__STN_03,11:34,12:02,1,3
T0182,STN_03__STN_04,12:05,12:37,1,2
T0182,STN_04__STN_05,12:39,12:55,0,0
T0183,STN_11__STN_12,09:08,09:26,1,1
T0183,STN_05__STN_11,09:27,09:48,0,0
T0183,STN_05__STN_06,09:48,10:04,0,0
T0183,STN_06__STN_07,10:04,10:16,1,2
T0183,STN_07__STN_08,10:18,10:30,1,2
T0183,STN_08__STN_09,10:32,10:57,0,0
T0184,STN_11__STN_12,14:53,15:03,1,2
T0184,STN_05__STN_11,15:05,15:17,0,0
T0184,STN_05__STN_06,15:17,15:26,0,0
T0184,STN_06__STN_07,15:26,15:33,0,0
T0184,STN_07__STN_08,15:33,15:40,0,0
T0185,STN_08__STN_09,19:46,20:14,1,1
T0185,STN_07__STN_08,20:15,20:29,0,0
T0186,STN_01__STN_02,00:57,01:23,1,2
T0186,STN_02__STN_03,01:25,01:46,1,1
T0186,STN_03__STN_04,01:47,02:11,1,1
T0186,STN_04__STN_05,02:12,02:25,1,3
T0186,STN_05__STN_11,02:28,02:51,1,2
T0186,STN_11__STN_12,02:53,03:13,0,0
T0187,STN_08__STN_09,14:41,15:08,1,3
T0187,STN_07__STN_08,15:11,15:24,1,2
T0187,STN_06__STN_07,15:26,15:38,0,0
T0187,STN_05__STN_06,15:38,15:56,1,3
T0187,STN_05__STN_11,15:59,16:22,0,0
T0188,STN_02__STN_03,14:25,14:47,1,1
T0188,STN_03__STN_04,14:48,15:13,0,0
T0189,STN_09__STN_10,18:26,18:54,1,3
T0189,STN_08__STN_09,18:57,19:31,0,0
T0189,STN_07__STN_08,19:31,19:47,0,0
T0190,STN_06__STN_07,01:08,01:15,0,0
T0190,STN_07__STN_08,01:15,01:23,0,0
T0191,STN_07__STN_08,21:15,21:22,0,0
T0191,STN_08__STN_09,21:22,21:36,0,0
T0192,STN_07__STN_08,06:49,07:03,1,1
T0192,STN_06__STN_07,07:04,07:16,1,3
T0192,STN_05__STN_06,07:19,07:37,1,3
T0192,STN_04__STN_05,07:40,07:52,1,3
T0192,STN_03__STN_04,07:55,08:18,0,0
T0193,STN_08__STN_09,22:30,23:01,1,3
T0193,STN_07__STN_08,23:04,23:19,1,2
T0193,STN_06__STN_07,23:21,23:34,0,0
T0194,STN_01__STN_02,12:58,13:20,0,0
T0194,STN_02__STN_03,13:20,13:39,0,0
T0194,STN_03__STN_04,13:39,14:01,0,0
T0194,STN_04__STN_05,14:01,14:13,0,0
T0194,STN_05__STN_06,14:13,14:30,0,0
T0194,STN_06__STN_07,14:30,14:41,0,0
T0194,STN_07__STN_08,14:41,14:53,0,0
T0195,STN_01__STN_02,15:58,16:18,1,4
T0195,STN_02__STN_03,16:22,16:39,0,0
T0195,STN_03__STN_04,16:39,16:58,1,7
T0195,STN_04__STN_05,17:05,17:15,0,0
T0195,STN_05__STN_06,17:15,17:29,0,0
T0195,STN_06__STN_07,17:29,17:39,0,0
T0195,STN_07__STN_08,17:39,17:50,0,0
T0195,STN_08__STN_09,17:50,18:11,0,0
T0195,STN_09__STN_10,18:11,18:30,0,0
T0196,STN_04__STN_05,17:24,17:34,1,2
T0196,STN_05__STN_11,17:36,17:55,0,0
T0197,STN_05__STN_11,17:45,18:05,1,5
T0197,STN_04__STN_05,18:10,18:21,1,7
T0197,STN_03__STN_04,18:28,18:47,0,0
T0197,STN_02__STN_03,18:47,19:05,0,0
T0198,STN_11__STN_12,06:09,06:29,1,2
T0198,STN_05__STN_11,06:31,06:55,1,2
T0198,STN_05__STN_06,06:57,07:16,0,0
T0199,STN_03__STN_04,20:33,20:49,0,0
T0199,STN_04__STN_05,20:49,20:58,1,8
T0199,STN_05__STN_06,21:06,21:19,1,3
T0199,STN_06__STN_07,21:22,21:31,1,6
T0199,STN_07__STN_08,21:37,21:46,0,0
T0199,STN_08__STN_09,21:46,22:04,0,0
T0199,STN_09__STN_10,22:04,22:20,0,0
T0200,STN_04__STN_05,02:20,02:34,1,3
T0200,STN_03__STN_04,02:37,03:06,1,2
T0200,STN_02__STN_03,03:08,03:33,0,0
T0201,STN_04__STN_05,02:22,02:32,1,1
T0201,STN_05__STN_06,02:33,02:48,1,1
T0201,STN_06__STN_07,02:49,02:59,0,0
T0202,STN_11__STN_12,08:06,08:34,1,1
T0202,STN_05__STN_11,08:35,09:06,1,1
T0202,STN_05__STN_06,09:07,09:32,0,0
T0203,STN_03__STN_04,08:32,08:46,0,0
T0203,STN_04__STN_05,08:46,08:53,0,0
T0203,STN_05__STN_06,08:53,09:04,1,4
T0203,STN_06__STN_07,09:08,09:15,0,0
T0204,STN_07__STN_08,03:26,03:42,1,1
T0204,STN_08__STN_09,03:43,04:15,1,3
T0204,STN_09__STN_10,04:18,04:46,0,0
T0205,STN_02__STN_03,22:53,23:18,0,0
T0205,STN_03__STN_04,23:18,23:45,0,0
T0206,STN_04__STN_05,00:42,01:01,0,0
T0206,STN_05__STN_06,01:01,01:29,1,8
T0206,STN_06__STN_07,01:37,01:56,0,0
T0206,STN_07__STN_08,01:56,02:17,0,0
T0206,STN_08__STN_09,02:17,02:59,0,0
T0207,STN_05__STN_06,17:12,17:34,0,0
T0207,STN_04__STN_05,17:34,17:48,0,0
T0207,STN_03__STN_04,17:48,18:16,0,0
T0208,STN_09__STN_10,04:28,04:49,1,5
T0208,STN_08__STN_09,04:54,05:20,0,0
T0208,STN_07__STN_08,05:20,05:32,0,0
T0208,STN_06__STN_07,05:32,05:43,0,0
T0208,STN_05__STN_06,05:43,06:00,0,0
T0208,STN_04__STN_05,06:00,06:11,0,0
T0208,STN_03__STN_04,06:11,06:31,1,8
T0208,STN_02__STN_03,06:39,06:59,0,0
T0209,STN_07__STN_08,01:39,01:47,0,0
T0209,STN_08__STN_09,01:47,02:03,0,0
T0209,STN_09__STN_10,02:03,02:17,0,0
T0210,STN_01__STN_02,06:56,07:29,0,0
T0210,STN_02__STN_03,07:29,07:56,1,7
T0210,STN_03__STN_04,08:03,08:32,0,0
T0211,STN_01__STN_02,20:56,21:18,1,3
T0211,STN_02__STN_03,21:21,21:39,0,0
T0212,STN_05__STN_11,08:01,08:16,1,6
T0212,STN_11__STN_12,08:22,08:34,0,0
T0213,STN_09__STN_10,06:37,06:49,0,0
T0213,STN_08__STN_09,06:49,07:03,0,0
T0213,STN_07__STN_08,07:03,07:10,1,2
T0213,STN_06__STN_07,07:12,07:19,0,0
T0213,STN_05__STN_06,07:19,07:28,0,0
T0213,STN_05__STN_11,07:28,07:40,0,0
T0214,STN_03__STN_04,20:06,20:41,0,0
T0214,STN_02__STN_03,20:41,21:12,0,0
T0214,STN_01__STN_02,21:12,21:48,0,0
T0215,STN_06__STN_07,14:59,15:10,0,0
T0215,STN_05__STN_06,15:10,15:27,0,0
T0215,STN_04__STN_05,15:27,15:39,0,0
T0216,STN_01__STN_02,11:37,11:50,0,0
T0216,STN_02__STN_03,11:50,12:02,0,0
T0217,STN_05__STN_06,22:52,23:02,0,0
T0217,STN_04__STN_05,23:02,23:09,0,0
T0217,STN_03__STN_04,23:09,23:23,1,4
T0217,STN_02__STN_03,23:27,23:39,0,0
